url,hits
/settings/logo,124
/,87
/site/ping,35
/static/images/guarantees/warranty.png,31
/static/images/guarantees/support.png,30
/static/images/guarantees/goodShopping.png,30
/image/33888?name=model-b2048u-1-.jpg&wh=200x200,29
/static/images/guarantees/bestPrice.png,29
/static/images/guarantees/fastDelivery.png,29
/favicon.ico,29
